Wavenumber,ImaginaryRefractiveIndex
7457.588549244,4.990024697984e-05
7457.10641938478,4.980011676416e-05
7456.62428952555,4.980011676416e-05
7456.14215966632,4.990024697984e-05
7455.66002980709,4.999987148736e-05
7455.17789994786,4.999987148736e-05
7454.69577008863,4.999987148736e-05
7454.21364022941,4.990024697984e-05
7453.73151037018,4.990024697984e-05
7453.24938051095,4.990024697984e-05
7452.76725065172,4.980011676416e-05
7452.28512079249,4.980011676416e-05
7451.80299093326,4.95998563328e-05
7451.32086107404,4.950023182528e-05
7450.83873121481,4.94001016096e-05
7450.35660135558,4.94001016096e-05
7449.87447149635,4.94001016096e-05
7449.39234163712,4.950023182528e-05
7448.91021177789,4.95998563328e-05
7448.42808191867,4.980011676416e-05
7447.94595205944,4.990024697984e-05
7447.46382220021,4.990024697984e-05
7446.98169234098,4.990024697984e-05
7446.49956248175,4.980011676416e-05
7446.01743262252,4.980011676416e-05
7445.5353027633,4.980011676416e-05
7445.05317290407,4.980011676416e-05
7444.57104304484,4.990024697984e-05
7444.08891318561,4.990024697984e-05
7443.60678332638,4.999987148736e-05
7443.12465346715,5.010000170304e-05
7442.64252360792,5.020013191872e-05
7442.1603937487,5.020013191872e-05
7441.67826388947,5.020013191872e-05
7441.19613403024,5.010000170304e-05
7440.71400417101,5.010000170304e-05
7440.23187431178,4.999987148736e-05
7439.74974445255,4.990024697984e-05
7439.26761459333,4.980011676416e-05
7438.7854847341,4.980011676416e-05
7438.30335487487,4.980011676416e-05
7437.82122501564,4.969998654848e-05
7437.33909515641,4.980011676416e-05
7436.85696529718,4.990024697984e-05
7436.37483543796,4.990024697984e-05
7435.89270557873,4.999987148736e-05
7435.4105757195,4.990024697984e-05
7434.92844586027,4.990024697984e-05
7434.44631600104,4.999987148736e-05
7433.96418614181,5.020013191872e-05
7433.48205628259,5.039988664192e-05
7432.99992642336,5.039988664192e-05
7432.51779656413,5.029975642624e-05
7432.0356667049,5.029975642624e-05
7431.55353684567,5.039988664192e-05
7431.07140698644,5.05000168576e-05
7430.58927712722,5.060014707328e-05
7430.10714726799,5.05000168576e-05
7429.62501740876,5.05000168576e-05
7429.14288754953,5.060014707328e-05
7428.6607576903,5.060014707328e-05
7428.17862783107,5.05000168576e-05
7427.69649797185,5.039988664192e-05
